RECOMMANDATION,VID
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0006', 'OFF0001', 'OFF0008']}",1363
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",1364
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1365
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0006', 'OFF0023', 'OFF0024']}",1366
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0023', 'OFF0024']}",1367
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0020', 'OFF0001', 'OFF0006']}",1368
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1369
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0001', 'OFF0006', 'OFF0008']}",1370
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1371
"{'Offer': ['OFF0029', 'OFF0020', 'OFF0013', 'OFF0011', 'OFF0015']}",1372
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1373
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",1374
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1375
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0027', 'OFF0026', 'OFF0005']}",1376
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0022', 'OFF0006', 'OFF0008']}",1377
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0016']}",1378
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0010']}",1379
"{'Offer': ['OFF0031', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1380
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",1381
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0006', 'OFF0001', 'OFF0008']}",1382
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0013', 'OFF0005', 'OFF0006']}",1383
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1384
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1385
"{'Offer': ['OFF0029', 'OFF0006', 'OFF0001', 'OFF0002', 'OFF0004']}",1386
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0004', 'OFF0005', 'OFF0006']}",1387
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0009']}",1388
"{'Offer': ['OFF0010', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0004']}",1389
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0010']}",1390
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1391
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1392
"{'Offer': ['OFF0005', 'OFF0027', 'OFF0026', 'OFF0006', 'OFF0009']}",1393
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0013', 'OFF0017']}",1394
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0016', 'OFF0022']}",1395
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0005', 'OFF0023']}",1396
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1397
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0006', 'OFF0009', 'OFF0008']}",1398
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1399
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0007']}",1400
"{'Offer': ['OFF0016', 'OFF0005', 'OFF0004', 'OFF0022', 'OFF0008']}",1401
"{'Offer': ['OFF0007', 'OFF0016', 'OFF0006', 'OFF0009', 'OFF0008']}",1402
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1403
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0006', 'OFF0001', 'OFF0004']}",1404
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0004', 'OFF0007']}",1405
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1406
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0027', 'OFF0005', 'OFF0013']}",1407
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1408
"{'Offer': ['OFF0031', 'OFF0007', 'OFF0006', 'OFF0009', 'OFF0008']}",1409
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1410
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0008', 'OFF0009', 'OFF0004']}",1411
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1412
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0005']}",1413
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",1414
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1415
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0006', 'OFF0001']}",1416
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0005', 'OFF0022']}",1417
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0036', 'OFF0022']}",1418
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0007', 'OFF0022']}",1419
"{'Offer': ['OFF0029', 'OFF0008', 'OFF0001', 'OFF0007', 'OFF0005']}",1420
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",1421
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1422
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1423
"{'Offer': ['OFF0023', 'OFF0021', 'OFF0016', 'OFF0008', 'OFF0024']}",1424
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0022', 'OFF0024', 'OFF0005']}",1425
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0005', 'OFF0006', 'OFF0016']}",1426
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0001']}",1427
"{'Offer': ['OFF0005', 'OFF0020', 'OFF0001', 'OFF0006', 'OFF0008']}",1428
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",1429
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0007', 'OFF0005', 'OFF0013']}",1430
"{'Offer': ['OFF0020', 'OFF0016', 'OFF0023', 'OFF0024', 'OFF0022']}",1431
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0011', 'OFF0019', 'OFF0013']}",1432
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0007', 'OFF0022']}",1433
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",1434
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0025']}",1435
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0006']}",1436
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0023', 'OFF0024']}",1437
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0007', 'OFF0022']}",1438
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1439
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0005']}",1440
"{'Offer': ['OFF0020', 'OFF0005', 'OFF0023', 'OFF0024', 'OFF0022']}",1441
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1442
"{'Offer': ['OFF0036', 'OFF0020', 'OFF0016', 'OFF0040', 'OFF0019']}",1443
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0023', 'OFF0024']}",1444
"{'Offer': ['OFF0013', 'OFF0020', 'OFF0010', 'OFF0004', 'OFF0005']}",1445
"{'Offer': ['OFF0020', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1446
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0006']}",1447
"{'Offer': ['OFF0007', 'OFF0034', 'OFF0006', 'OFF0009', 'OFF0008']}",1448
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0006']}",1449
"{'Offer': ['OFF0020', 'OFF0036', 'OFF0016', 'OFF0019', 'OFF0013']}",1450
"{'Offer': ['OFF0010', 'OFF0020', 'OFF0022', 'OFF0004', 'OFF0005']}",1451
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0005', 'OFF0008', 'OFF0001']}",1452
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0020']}",1453
"{'Offer': ['OFF0010', 'OFF0004', 'OFF0020', 'OFF0005', 'OFF0022']}",1454
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0022', 'OFF0023', 'OFF0024']}",1455
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0022']}",1456
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1457
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1458
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1459
"{'Offer': ['OFF0011', 'OFF0020', 'OFF0036', 'OFF0004', 'OFF0005']}",1460
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0019', 'OFF0004', 'OFF0005']}",1461
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0022', 'OFF0006', 'OFF0024']}",1462
"{'Offer': ['OFF0027', 'OFF0023', 'OFF0024', 'OFF0026', 'OFF0007']}",1463
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0006', 'OFF0001', 'OFF0004']}",1464
"{'Offer': ['OFF0007', 'OFF0001', 'OFF0005', 'OFF0027', 'OFF0006']}",1465
"{'Offer': ['OFF0031', 'OFF0022', 'OFF0023', 'OFF0024', 'OFF0027']}",1466
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0006', 'OFF0001', 'OFF0004']}",1467
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1468
"{'Offer': ['OFF0005', 'OFF0023', 'OFF0024', 'OFF0001', 'OFF0004']}",1469
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0005']}",1470
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0023', 'OFF0024']}",1471
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0013', 'OFF0015', 'OFF0019']}",1472
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0016', 'OFF0005', 'OFF0006']}",1473
"{'Offer': ['OFF0027', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0026']}",1474
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0005', 'OFF0026', 'OFF0009']}",1475
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0023', 'OFF0026', 'OFF0024']}",1476
"{'Offer': ['OFF0007', 'OFF0034', 'OFF0006', 'OFF0009', 'OFF0027']}",1477
"{'Offer': ['OFF0007', 'OFF0010', 'OFF0006', 'OFF0004', 'OFF0009']}",1478
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1479
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1480
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0006', 'OFF0001', 'OFF0008']}",1481
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1482
"{'Offer': ['OFF0027', 'OFF0020', 'OFF0026', 'OFF0011', 'OFF0009']}",1483
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0027']}",1484
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0009', 'OFF0023']}",1485
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0022', 'OFF0006', 'OFF0008']}",1486
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0005', 'OFF0006']}",1487
"{'Offer': ['OFF0005', 'OFF0007', 'OFF0006', 'OFF0001', 'OFF0008']}",1488
"{'Offer': ['OFF0016', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0019']}",1489
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0005', 'OFF0026', 'OFF0009']}",1490
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1491
"{'Offer': ['OFF0007', 'OFF0022', 'OFF0010', 'OFF0024', 'OFF0006']}",1492
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",1493
"{'Offer': ['OFF0007', 'OFF0024', 'OFF0022', 'OFF0005', 'OFF0023']}",1494
"{'Offer': ['OFF0020', 'OFF0007', 'OFF0023', 'OFF0024', 'OFF0022']}",1495
"{'Offer': ['OFF0016', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1496
"{'Offer': ['OFF0007', 'OFF0027', 'OFF0026', 'OFF0022', 'OFF0009']}",1497
"{'Offer': ['OFF0007', 'OFF0020', 'OFF0023', 'OFF0024', 'OFF0022']}",1498
"{'Offer': ['OFF0007', 'OFF0023', 'OFF0024', 'OFF0022', 'OFF0005']}",1499
"{'Offer': ['OFF0007', 'OFF0005', 'OFF0006', 'OFF0001', 'OFF0004']}",1500
